split,class,filename,format,mode,width,height,progressive,n_qtables,qtable_hash,estimated_quality,file_size,megapixels,bytes_per_megapixel
train,NORMAL,IM-0211-0001.jpeg,JPEG,L,1642,1245,False,1,bc79aa8c5699,95.51785714285714,522823,2.04429,255.74796139490968
train,NORMAL,IM-0213-0001.jpeg,JPEG,L,1928,1303,False,1,bc79aa8c5699,95.51785714285714,569205,2.512184,226.57775067431368
train,NORMAL,IM-0214-0001.jpeg,JPEG,L,1522,1221,False,1,bc79aa8c5699,95.51785714285714,453672,1.858362,244.1246646240076
train,NORMAL,IM-0215-0001.jpeg,JPEG,L,1666,1209,False,1,bc79aa8c5699,95.51785714285714,541795,2.014194,268.98848869572646
train,NORMAL,IM-0216-0001.jpeg,JPEG,L,1944,1367,False,1,bc79aa8c5699,95.51785714285714,620736,2.657448,233.5834981531153
train,NORMAL,IM-0217-0001.jpeg,JPEG,L,1654,1275,False,1,bc79aa8c5699,95.51785714285714,452054,2.10885,214.36043341157503
train,NORMAL,IM-0218-0001.jpeg,JPEG,L,1678,1654,False,1,bc79aa8c5699,95.51785714285714,655589,2.775412,236.2132180735689
train,NORMAL,IM-0219-0001.jpeg,JPEG,L,1592,1272,False,1,bc79aa8c5699,95.51785714285714,505005,2.025024,249.38222954394612
train,NORMAL,IM-0220-0001.jpeg,JPEG,L,1484,1399,False,1,bc79aa8c5699,95.51785714285714,542364,2.076116,261.23973804931904
train,NORMAL,IM-0221-0001.jpeg,JPEG,L,1804,1480,False,1,bc79aa8c5699,95.51785714285714,609461,2.66992,228.26938634865465
train,NORMAL,IM-0222-0001.jpeg,JPEG,L,1604,1179,False,1,bc79aa8c5699,95.51785714285714,457146,1.891116,241.73345262797207
train,NORMAL,IM-0223-0001.jpeg,JPEG,L,1852,1433,False,1,bc79aa8c5699,95.51785714285714,591735,2.653916,222.96674046955516
train,NORMAL,IM-0224-0001.jpeg,JPEG,L,1766,1287,False,1,bc79aa8c5699,95.51785714285714,639610,2.272842,281.41419421147623
train,NORMAL,IM-0225-0001.jpeg,JPEG,L,2214,1974,False,1,bc79aa8c5699,95.51785714285714,926726,4.370436,212.0442903179454
train,NORMAL,IM-0226-0001.jpeg,JPEG,L,1770,1387,False,1,bc79aa8c5699,95.51785714285714,510464,2.45499,207.9291565342425
train,NORMAL,IM-0227-0001.jpeg,JPEG,L,1870,1612,False,1,bc79aa8c5699,95.51785714285714,708624,3.01444,235.07649845410756
train,NORMAL,IM-0228-0001.jpeg,JPEG,L,1608,1175,False,1,bc79aa8c5699,95.51785714285714,479981,1.8894,254.03884831163333
train,NORMAL,IM-0229-0001.jpeg,JPEG,L,1442,1101,False,1,bc79aa8c5699,95.51785714285714,352972,1.587642,222.32468024907377
train,NORMAL,IM-0230-0001.jpeg,JPEG,L,1624,1256,False,1,bc79aa8c5699,95.51785714285714,557826,2.039744,273.4784365096797
train,NORMAL,IM-0231-0001.jpeg,JPEG,L,1650,1437,False,1,bc79aa8c5699,95.51785714285714,563693,2.37105,237.7398199110099
train,NORMAL,IM-0234-0001.jpeg,JPEG,L,1550,1075,False,1,bc79aa8c5699,95.51785714285714,415220,1.66625,249.19429857464368
train,NORMAL,IM-0235-0001.jpeg,JPEG,L,1816,1500,False,1,bc79aa8c5699,95.51785714285714,609825,2.724,223.87114537444933
train,NORMAL,IM-0236-0001.jpeg,JPEG,L,1442,974,False,1,bc79aa8c5699,95.51785714285714,351589,1.404508,250.32894081058987
train,NORMAL,IM-0237-0001.jpeg,JPEG,L,1790,1140,False,1,bc79aa8c5699,95.51785714285714,504319,2.0406,247.14250710575323
train,NORMAL,IM-0238-0001.jpeg,JPEG,L,1464,1051,False,1,bc79aa8c5699,95.51785714285714,445362,1.538664,289.4472087473289
train,NORMAL,IM-0239-0001.jpeg,JPEG,L,1690,1314,False,1,bc79aa8c5699,95.51785714285714,503854,2.22066,226.89380634586112
train,NORMAL,IM-0240-0001.jpeg,JPEG,L,1944,1708,False,1,bc79aa8c5699,95.51785714285714,751896,3.320352,226.45068956544364
train,NORMAL,IM-0241-0001.jpeg,JPEG,L,1806,1392,False,1,bc79aa8c5699,95.51785714285714,608921,2.513952,242.2166373900536
train,NORMAL,IM-0242-0001.jpeg,JPEG,L,1844,1468,False,1,bc79aa8c5699,95.51785714285714,612898,2.706992,226.41293361783116
train,NORMAL,IM-0243-0001.jpeg,JPEG,L,1936,1677,False,1,bc79aa8c5699,95.51785714285714,716250,3.246672,220.61052055766646
train,NORMAL,IM-0244-0001.jpeg,JPEG,L,1354,1024,False,1,bc79aa8c5699,95.51785714285714,321630,1.386496,231.97326209379617
train,NORMAL,IM-0245-0001.jpeg,JPEG,L,1724,1480,False,1,bc79aa8c5699,95.51785714285714,602159,2.55152,236.0001097385088
train,NORMAL,IM-0248-0001.jpeg,JPEG,L,1608,1228,False,1,bc79aa8c5699,95.51785714285714,503076,1.974624,254.77052846516605
train,NORMAL,IM-0249-0001.jpeg,JPEG,L,2396,1990,False,1,bc79aa8c5699,95.51785714285714,1051444,4.76804,220.51912316171843
train,NORMAL,IM-0250-0001.jpeg,JPEG,L,1550,1368,False,1,bc79aa8c5699,95.51785714285714,614836,2.1204,289.9622712695718
train,NORMAL,IM-0251-0001.jpeg,JPEG,L,1812,1206,False,1,bc79aa8c5699,95.51785714285714,486201,2.185272,222.48992345117682
train,NORMAL,IM-0253-0001.jpeg,JPEG,L,1720,1306,False,1,bc79aa8c5699,95.51785714285714,519409,2.24632,231.2266284411838
train,NORMAL,IM-0255-0001.jpeg,JPEG,L,1512,1171,False,1,bc79aa8c5699,95.51785714285714,438275,1.770552,247.5357967458736
train,NORMAL,IM-0256-0001.jpeg,JPEG,L,1562,1086,False,1,bc79aa8c5699,95.51785714285714,419372,1.696332,247.22283137970635
train,NORMAL,IM-0257-0001.jpeg,JPEG,L,1682,1418,False,1,bc79aa8c5699,95.51785714285714,526291,2.385076,220.66005443851685
train,NORMAL,IM-0261-0001.jpeg,JPEG,L,1596,1330,False,1,bc79aa8c5699,95.51785714285714,513390,2.12268,241.85934761716322
train,NORMAL,IM-0262-0001.jpeg,JPEG,L,1690,1538,False,1,bc79aa8c5699,95.51785714285714,668388,2.59922,257.14945252806615
train,NORMAL,IM-0264-0001.jpeg,JPEG,L,1810,1545,False,1,bc79aa8c5699,95.51785714285714,565575,2.79645,202.24749235638043
train,NORMAL,IM-0265-0001.jpeg,JPEG,L,1616,1109,False,1,bc79aa8c5699,95.51785714285714,423829,1.792144,236.49271487112642
train,NORMAL,IM-0266-0001.jpeg,JPEG,L,1848,1495,False,1,bc79aa8c5699,95.51785714285714,657602,2.76276,238.02357063226626
train,NORMAL,IM-0268-0001.jpeg,JPEG,L,1620,1356,False,1,bc79aa8c5699,95.51785714285714,542100,2.19672,246.7770130012018
train,NORMAL,IM-0269-0001.jpeg,JPEG,L,2002,1786,False,1,bc79aa8c5699,95.51785714285714,693898,3.575572,194.06629205061455
train,NORMAL,IM-0270-0001.jpeg,JPEG,L,1346,1109,False,1,bc79aa8c5699,95.51785714285714,427912,1.492714,286.66710434818725
train,NORMAL,IM-0272-0001.jpeg,JPEG,L,1582,1155,False,1,bc79aa8c5699,95.51785714285714,454098,1.82721,248.51987456285815
train,NORMAL,IM-0273-0001.jpeg,JPEG,L,1522,1093,False,1,bc79aa8c5699,95.51785714285714,481545,1.663546,289.46900175889334
train,NORMAL,IM-0274-0001.jpeg,JPEG,L,1704,1449,False,1,bc79aa8c5699,95.51785714285714,564003,2.469096,228.42489720934304
train,NORMAL,IM-0275-0001.jpeg,JPEG,L,1866,1595,False,1,bc79aa8c5699,95.51785714285714,626212,2.97627,210.40161006897895
train,NORMAL,IM-0276-0001.jpeg,JPEG,L,1828,1654,False,1,bc79aa8c5699,95.51785714285714,722199,3.023512,238.86096698144405
train,NORMAL,IM-0277-0001.jpeg,JPEG,L,1608,1345,False,1,bc79aa8c5699,95.51785714285714,504530,2.16276,233.280622907766
train,NORMAL,IM-0278-0001.jpeg,JPEG,L,1766,1503,False,1,bc79aa8c5699,95.51785714285714,618044,2.654298,232.84650027992336
train,NORMAL,IM-0279-0001.jpeg,JPEG,L,1616,1121,False,1,bc79aa8c5699,95.51785714285714,432303,1.811536,238.63892299131786
train,NORMAL,IM-0280-0001.jpeg,JPEG,L,1728,1222,False,1,bc79aa8c5699,95.51785714285714,437468,2.111616,207.17213735830757
train,NORMAL,IM-0282-0001.jpeg,JPEG,L,1588,1372,False,1,bc79aa8c5699,95.51785714285714,510890,2.178736,234.4891717032261
train,NORMAL,IM-0283-0001.jpeg,JPEG,L,1936,1612,False,1,bc79aa8c5699,95.51785714285714,679103,3.120832,217.60319043126958
train,NORMAL,IM-0285-0001.jpeg,JPEG,L,1426,1101,False,1,bc79aa8c5699,95.51785714285714,451478,1.570026,287.5608429414545
train,NORMAL,IM-0286-0001.jpeg,JPEG,L,1982,1804,False,1,bc79aa8c5699,95.51785714285714,806211,3.575528,225.48026473292896
train,NORMAL,IM-0288-0001.jpeg,JPEG,L,1438,1140,False,1,bc79aa8c5699,95.51785714285714,450482,1.63932,274.79808701168776
train,NORMAL,IM-0289-0001.jpeg,JPEG,L,2280,2066,False,1,bc79aa8c5699,95.51785714285714,1104524,4.71048,234.48226083116793
train,NORMAL,IM-0290-0001.jpeg,JPEG,L,1708,1434,False,1,bc79aa8c5699,95.51785714285714,557638,2.449272,227.67499893846008
train,NORMAL,IM-0291-0001.jpeg,JPEG,L,1518,1005,False,1,bc79aa8c5699,95.51785714285714,386658,1.52559,253.44817414901777
train,NORMAL,IM-0292-0001.jpeg,JPEG,L,1858,1500,False,1,bc79aa8c5699,95.51785714285714,616145,2.787,221.07822030857554
train,NORMAL,IM-0293-0001.jpeg,JPEG,L,1438,1059,False,1,bc79aa8c5699,95.51785714285714,383671,1.522842,251.9440624831729
train,NORMAL,IM-0294-0001.jpeg,JPEG,L,1700,1383,False,1,bc79aa8c5699,95.51785714285714,556917,2.3511,236.8750797499043
train,NORMAL,IM-0295-0001.jpeg,JPEG,L,1828,1511,False,1,bc79aa8c5699,95.51785714285714,654747,2.762108,237.04612564027184
train,NORMAL,IM-0297-0001.jpeg,JPEG,L,1708,1415,False,1,bc79aa8c5699,95.51785714285714,578032,2.41682,239.1704802178069
train,NORMAL,IM-0298-0001.jpeg,JPEG,L,1704,1487,False,1,bc79aa8c5699,95.51785714285714,643525,2.533848,253.97143001474439
train,NORMAL,IM-0299-0001.jpeg,JPEG,L,1800,1503,False,1,bc79aa8c5699,95.51785714285714,721095,2.7054,266.53914393435355
train,NORMAL,IM-0300-0001.jpeg,JPEG,L,2020,1565,False,1,bc79aa8c5699,95.51785714285714,686942,3.1613,217.29731439597631
train,NORMAL,IM-0301-0001.jpeg,JPEG,L,1708,1267,False,1,bc79aa8c5699,95.51785714285714,522938,2.164036,241.64939954788184
train,NORMAL,IM-0302-0001.jpeg,JPEG,L,1430,1128,False,1,bc79aa8c5699,95.51785714285714,406999,1.61304,252.31798343500472
train,NORMAL,IM-0303-0001.jpeg,JPEG,L,1762,1264,False,1,bc79aa8c5699,95.51785714285714,568060,2.227168,255.059339933045
train,NORMAL,IM-0304-0001.jpeg,JPEG,L,1472,978,False,1,bc79aa8c5699,95.51785714285714,404161,1.439616,280.74222570463235
train,NORMAL,IM-0305-0001.jpeg,JPEG,L,1304,1097,False,1,bc79aa8c5699,95.51785714285714,394911,1.430488,276.06732807265774
train,NORMAL,IM-0306-0001.jpeg,JPEG,L,1380,1040,False,1,bc79aa8c5699,95.51785714285714,407182,1.4352,283.7109810479376
train,NORMAL,IM-0307-0001.jpeg,JPEG,L,1766,1557,False,1,bc79aa8c5699,95.51785714285714,708968,2.749662,257.8382361177483
train,NORMAL,IM-0308-0001.jpeg,JPEG,L,1654,1368,False,1,bc79aa8c5699,95.51785714285714,610424,2.262672,269.7801537297496
train,NORMAL,IM-0309-0001.jpeg,JPEG,L,2144,1805,False,1,bc79aa8c5699,95.51785714285714,1041683,3.86992,269.1742981767065
train,NORMAL,IM-0311-0001.jpeg,JPEG,L,1268,885,False,1,bc79aa8c5699,95.51785714285714,316107,1.12218,281.69010319200135
train,NORMAL,IM-0312-0001.jpeg,JPEG,L,1508,1093,False,1,bc79aa8c5699,95.51785714285714,430079,1.648244,260.93163390857177
train,NORMAL,IM-0313-0001.jpeg,JPEG,L,1696,1298,False,1,bc79aa8c5699,95.51785714285714,593783,2.201408,269.72873724452717
train,NORMAL,IM-0314-0001.jpeg,JPEG,L,1014,846,False,1,bc79aa8c5699,95.51785714285714,304893,0.857844,355.4177682655587
train,NORMAL,IM-0315-0001.jpeg,JPEG,L,1268,959,False,1,bc79aa8c5699,95.51785714285714,402587,1.216012,331.0715683726805
train,NORMAL,IM-0316-0001.jpeg,JPEG,L,1368,1009,False,1,bc79aa8c5699,95.51785714285714,382288,1.380312,276.9576733376222
train,NORMAL,IM-0317-0001.jpeg,JPEG,L,2106,1719,False,1,bc79aa8c5699,95.51785714285714,920354,3.620214,254.22640761015788
train,NORMAL,IM-0318-0001.jpeg,JPEG,L,1634,1210,False,1,bc79aa8c5699,95.51785714285714,546682,1.97714,276.5014111292069
train,NORMAL,IM-0319-0001.jpeg,JPEG,L,1292,1225,False,1,bc79aa8c5699,95.51785714285714,436569,1.5827,275.8381247235736
train,NORMAL,IM-0320-0001.jpeg,JPEG,L,1700,1271,False,1,bc79aa8c5699,95.51785714285714,589659,2.1607,272.9018373675198
train,NORMAL,IM-0323-0001.jpeg,JPEG,L,1824,1430,False,1,bc79aa8c5699,95.51785714285714,709375,2.60832,271.96624647282545
train,NORMAL,IM-0324-0001.jpeg,JPEG,L,1198,931,False,1,bc79aa8c5699,95.51785714285714,283770,1.115338,254.4251159738124
train,NORMAL,IM-0325-0001.jpeg,JPEG,L,1504,1174,False,1,bc79aa8c5699,95.51785714285714,462001,1.765696,261.65376146290185
train,NORMAL,IM-0326-0001.jpeg,JPEG,L,1520,1306,False,1,bc79aa8c5699,95.51785714285714,623861,1.98512,314.2686588216329
train,NORMAL,IM-0327-0001.jpeg,JPEG,L,1808,1507,False,1,bc79aa8c5699,95.51785714285714,762682,2.724656,279.91863927042533
train,NORMAL,IM-0329-0001.jpeg,JPEG,L,1196,974,False,1,bc79aa8c5699,95.51785714285714,370882,1.164904,318.3798836642333
train,NORMAL,IM-0330-0001.jpeg,JPEG,L,1422,1191,False,1,bc79aa8c5699,95.51785714285714,460973,1.693602,272.1849643540808
train,NORMAL,IM-0331-0001.jpeg,JPEG,L,1360,1341,False,1,bc79aa8c5699,95.51785714285714,492178,1.82376,269.86993902706496
train,NORMAL,IM-0332-0001.jpeg,JPEG,L,1512,1202,False,1,bc79aa8c5699,95.51785714285714,530511,1.817424,291.9027150516335
train,NORMAL,IM-0333-0001.jpeg,JPEG,L,1114,843,False,1,bc79aa8c5699,95.51785714285714,220743,0.939102,235.0575336864366
train,NORMAL,IM-0335-0001.jpeg,JPEG,L,2538,1897,False,1,bc79aa8c5699,95.51785714285714,1058639,4.814586,219.88162637452106
train,NORMAL,IM-0337-0001.jpeg,JPEG,L,1584,1237,False,1,bc79aa8c5699,95.51785714285714,508211,1.959408,259.3696667564897
train,NORMAL,IM-0338-0001.jpeg,JPEG,L,1746,1392,False,1,bc79aa8c5699,95.51785714285714,587464,2.430432,241.71176153046045
train,NORMAL,IM-0339-0001.jpeg,JPEG,L,1792,1623,False,1,bc79aa8c5699,95.51785714285714,748972,2.908416,257.51886937769564
train,NORMAL,IM-0340-0001.jpeg,JPEG,L,1840,1480,False,1,bc79aa8c5699,95.51785714285714,706316,2.7232,259.36985898942424
train,NORMAL,IM-0341-0001.jpeg,JPEG,L,1654,1364,False,1,bc79aa8c5699,95.51785714285714,618750,2.256056,274.26180910402934
train,NORMAL,IM-0343-0001.jpeg,JPEG,L,1588,1217,False,1,bc79aa8c5699,95.51785714285714,489505,1.932596,253.28884050261928
train,NORMAL,IM-0345-0001.jpeg,JPEG,L,1310,1071,False,1,bc79aa8c5699,95.51785714285714,379596,1.40301,270.55829965574014
train,NORMAL,IM-0346-0001.jpeg,JPEG,L,1592,1411,False,1,bc79aa8c5699,95.51785714285714,589183,2.246312,262.2890319777484
train,NORMAL,IM-0347-0001.jpeg,JPEG,L,1638,1168,False,1,bc79aa8c5699,95.51785714285714,460468,1.913184,240.68150266780404
train,NORMAL,IM-0348-0001.jpeg,JPEG,L,1388,1063,False,1,bc79aa8c5699,95.51785714285714,467338,1.475444,316.74397672836113
train,NORMAL,IM-0349-0001.jpeg,JPEG,L,1592,1329,False,1,bc79aa8c5699,95.51785714285714,590377,2.115768,279.0367374872859
train,NORMAL,IM-0350-0001.jpeg,JPEG,L,1392,998,False,1,bc79aa8c5699,95.51785714285714,373380,1.389216,268.7702992191279
train,NORMAL,IM-0351-0001.jpeg,JPEG,L,1774,1588,False,1,bc79aa8c5699,95.51785714285714,773808,2.817112,274.68130482565124
train,NORMAL,IM-0353-0001.jpeg,JPEG,L,1620,1151,False,1,bc79aa8c5699,95.51785714285714,471375,1.86462,252.7994980210445
train,NORMAL,IM-0354-0001.jpeg,JPEG,L,1538,986,False,1,bc79aa8c5699,95.51785714285714,388499,1.516468,256.18674446147236
train,NORMAL,IM-0355-0001.jpeg,JPEG,L,1372,1109,False,1,bc79aa8c5699,95.51785714285714,390489,1.521548,256.6392910378115
train,NORMAL,IM-0356-0001.jpeg,JPEG,L,1300,974,False,1,bc79aa8c5699,95.51785714285714,330211,1.2662,260.78897488548415
train,NORMAL,IM-0357-0001.jpeg,JPEG,L,2064,1951,False,1,bc79aa8c5699,95.51785714285714,1061192,4.026864,263.5281449783256
train,NORMAL,IM-0358-0001.jpeg,JPEG,L,1646,1299,False,1,bc79aa8c5699,95.51785714285714,543693,2.138154,254.28149702968074
train,NORMAL,IM-0359-0001.jpeg,JPEG,L,1634,1272,False,1,bc79aa8c5699,95.51785714285714,532414,2.078448,256.15940355496025
train,NORMAL,IM-0361-0001.jpeg,JPEG,L,1570,1156,False,1,bc79aa8c5699,95.51785714285714,476429,1.81492,262.5068873559165
train,NORMAL,IM-0362-0001.jpeg,JPEG,L,1582,1183,False,1,bc79aa8c5699,95.51785714285714,518164,1.871506,276.87007148253866
train,NORMAL,IM-0363-0001.jpeg,JPEG,L,1580,1402,False,1,bc79aa8c5699,95.51785714285714,550053,2.21516,248.31298867801874
train,NORMAL,IM-0364-0001.jpeg,JPEG,L,1396,1001,False,1,bc79aa8c5699,95.51785714285714,387619,1.397396,277.38665346115204
train,NORMAL,IM-0365-0001.jpeg,JPEG,L,1600,1229,False,1,bc79aa8c5699,95.51785714285714,528022,1.9664,268.52217249796587
train,NORMAL,IM-0367-0001.jpeg,JPEG,L,1472,1171,False,1,bc79aa8c5699,95.51785714285714,438458,1.723712,254.3684791890989
train,NORMAL,IM-0368-0001.jpeg,JPEG,L,1426,1164,False,1,bc79aa8c5699,95.51785714285714,475656,1.659864,286.5632365061234
train,NORMAL,IM-0369-0001.jpeg,JPEG,L,1396,1024,False,1,bc79aa8c5699,95.51785714285714,388093,1.429504,271.48787271669056
train,NORMAL,IM-0370-0001.jpeg,JPEG,L,1114,832,False,1,bc79aa8c5699,95.51785714285714,316385,0.926848,341.35586417621874
train,NORMAL,IM-0371-0001.jpeg,JPEG,L,2024,2036,False,1,bc79aa8c5699,95.51785714285714,1084591,4.120864,263.19504841703093
train,NORMAL,IM-0372-0001.jpeg,JPEG,L,1790,1654,False,1,bc79aa8c5699,95.51785714285714,778155,2.96066,262.8315983598252
train,NORMAL,IM-0374-0001.jpeg,JPEG,L,1744,1402,False,1,bc79aa8c5699,95.51785714285714,656848,2.445088,268.63981991650195
train,NORMAL,IM-0375-0001.jpeg,JPEG,L,1816,1627,False,1,bc79aa8c5699,95.51785714285714,764242,2.954632,258.65894635947893
train,NORMAL,IM-0377-0001.jpeg,JPEG,L,1438,1106,False,1,bc79aa8c5699,95.51785714285714,491218,1.590428,308.8589989612859
train,NORMAL,IM-0379-0001.jpeg,JPEG,L,1724,1395,False,1,bc79aa8c5699,95.51785714285714,598051,2.40498,248.67192242762934
train,NORMAL,IM-0381-0001.jpeg,JPEG,L,1744,1388,False,1,bc79aa8c5699,95.51785714285714,611870,2.420672,252.7686526716548
train,NORMAL,IM-0382-0001.jpeg,JPEG,L,1472,1225,False,1,bc79aa8c5699,95.51785714285714,537782,1.8032,298.2375776397516
